SampleID,Group,Order,Diet,Metabolite1,Metabolite2,Metabolite3,Metabolite4,Metabolite5,Metabolite6,Metabolite7,Metabolite8,Metabolite9,Metabolite10,Metabolite11,Metabolite12,Metabolite13,Metabolite14,Metabolite15,Metabolite16,Metabolite17,Metabolite18,Metabolite19,Metabolite20,Metabolite21,Metabolite22,Metabolite23,Metabolite24,Metabolite25,Metabolite26,Metabolite27,Metabolite28,Metabolite29,Metabolite30,Metabolite31,Metabolite32,Metabolite33,Metabolite34,Metabolite35,Metabolite36,Metabolite37,Metabolite38,Metabolite39,Metabolite40,Metabolite41,Metabolite42,Metabolite43,Metabolite44,Metabolite45,Metabolite46,Metabolite47,Metabolite48,Metabolite49,Metabolite50,Metabolite51,Metabolite52,Metabolite53,Metabolite54,Metabolite55,Metabolite56,Metabolite57,Metabolite58,Metabolite59,Metabolite60,Metabolite61,Metabolite62,Metabolite63,Metabolite64,Metabolite65,Metabolite66,Metabolite67,Metabolite68,Metabolite69,Metabolite70,Metabolite71,Metabolite72,Metabolite73,Metabolite74,Metabolite75,Metabolite76,Metabolite77,Metabolite78,Metabolite79,Metabolite80,Metabolite81,Metabolite82,Metabolite83,Metabolite84,Metabolite85,Metabolite86,Metabolite87,Metabolite88,Metabolite89,Metabolite90,Metabolite91,Metabolite92,Metabolite93,Metabolite94,Metabolite95,Metabolite96,Metabolite97,Metabolite98,Metabolite99,Metabolite100,Metabolite7_dup,Metabolite86_near_dup
Batch1_Sample_21,Group1,24,Diet22,124064.21,88433.93,121810.08,90034.25,111573.81,81880,135854.32,110084.75,116360.3,91550.26,119076.92,129158.29,94074.63,95259.58,112658.62,122324.59,139115.73,46095.93,76689.34,130716.24,76299.71,71736.48,99272.95,114190.73,96366.21,102157.72,87608.63,54433.41,97314.19,84627.55,102278.44,101299.84,105980.9,82823.15,116948.72,89141.64,97597.96,77567.04,53879.45,84055.84,95957.29,94332.97,104795.94,79114.7,78997.34,122232.43,93224.24,138141.64,95316.9,106029.26,130483.93,92931.03,114730.42,100572.19,101580.77,106190.09,94878.99,114074.53,51470.55,106196.65,108547.44,95189.32,168905.53,120376.41,109395.25,127784.77,81826.16,87339.73,83568.48,64753.03,86180.94,96322.67,130715.59,86021.67,120628.87,101680.37,117851.69,103305.52,107565.12,108856.8,112400.47,123792.48,106448.13,102421.4,87785.96,96968.35,99696.23,115161.44,117352.72,135308.88,99036.68,73869.16,150156.59,106349.86,89232.55,97989.09,98670.1,87091,107742.41,77418.49,135854.32,96968.35
Batch1_Sample_22,Group1,25,Diet23,98043.82,81477.31,116275.56,,90781.97,68826.46,135467.94,122213.44,135552.75,123580.03,138563.56,113719.77,82789.13,87591.35,107052.65,119222.13,108587.59,53648.7,80131.79,114482.61,98784.12,100887.13,111578.07,125871.51,147687.4,102557.12,110526.33,82192.48,97526.06,77633.97,119878.68,99280.38,104570.74,78644.31,113932.23,92162.81,95791.39,674760.74,78732.24,123171.5,101405.26,75068.62,98873.05,79570.05,106492.43,88375.31,97851.27,136495.13,103066.94,92464.1,76366.6,81608.59,101793.94,117063.93,102698.98,113712.14,122865.19,108333.71,93574.82,104518.64,114523.46,88445.41,118458.98,109269,94513.41,55077.83,91092.07,104836.13,104209.61,56573.25,721243.47,100140.34,82497.26,77747.43,111365.03,123027.2,103797.43,127513.37,93123.31,71435.37,100477.46,101489.93,97908.97,107257.75,117146.9,115939.7,95287.05,102520.16,119640.65,91430.73,104969.35,89435.38,91662.42,114018.73,69975.98,81536.5,73988.24,81928.68,109795.68,109895.29,135467.94,115939.7
Batch1_Sample_23,Group2,26,Diet24,104138.47,93469.82,116346.51,72026.23,109851.08,81744.16,107881.25,81960.07,131324.11,101820.9,136322.7,127921.4,84743.49,93888.04,96714.53,126247.37,45520.11,48486.28,64295.96,124465.67,97879.96,78025.86,82997.32,107372.02,120695.65,89536.16,95338.99,72501.68,116475.89,112627.19,97133.94,95302.6,119992.09,79062.75,95319.55,75383.19,92946.42,87272.49,50924.09,88815.42,108122.24,113496.64,112643.04,113942.17,87983.34,95582.12,96567.8,122798.56,99727.02,95718.43,99923.22,65000.68,83421.84,104948.99,89332.34,94290.99,101869.64,105266.09,77562.35,121161.93,66500.99,107470.95,127068.83,133864.77,116007.15,104519.09,110187.68,108551.81,123825.14,119729.45,80012.4,100728.81,91709.91,97960.13,101532.4,87489.68,99223.63,115714.48,96589.91,68519.19,106094.63,103828.61,104946.69,97200.58,120178.03,140721.47,114739.84,76624.66,110849.3,101633.8,111391.13,83889.6,120528.24,123279.59,95150.86,101004.35,92642.9,83070.1,96140.16,107428.65,107881.25,140721.47
Batch1_Sample_24,Group1,27,Diet25,105712.2,96935.63,89728.53,,84550.33,117742.61,109859.67,106223.29,65578.62,93413.63,54153,122951.71,86657.8,69108.25,114907.06,98819.23,67296.19,58807.21,56588.04,125014.84,107716.05,96098.23,105959.29,105258.21,85993.34,90533.19,81598.45,79868.58,74351.9,103475.93,99994.86,101648.55,107085.98,98848.85,95161.83,76296.25,74216.76,85274.57,87621.93,105121.72,97125.21,79845.82,87018.69,88225.24,100130.39,67473.97,92639.91,98959.68,120047.4,94375.97,102944.5,88614.22,137051.32,65258.82,92270.02,78723.3,124583.15,106055.92,75170.14,100532.6,82020.23,117797.46,127219.23,132017.69,94467.94,120700.74,100771.43,108811.64,87539.68,86465.24,77822.24,102791.31,118475.29,94902.35,117597.17,104903.7,105360.04,89788.59,109368.05,91433.49,124230.04,109730.58,103549.77,112907.69,78742.03,81229.92,93349.06,86239.46,104340.99,125891.17,113488.84,91176.15,106140.92,98805.53,55125.69,93922.81,67647.7,83739.35,135831.53,104766.9,109859.67,81229.92
Batch1_QC_4,QC,28,Diet26,97226.93,79960.36,90399.01,104378.86,98732.91,96562.2,134793.42,90456.78,106611.4,102380.75,118510.56,112706.5,76916.86,81890.77,95642.71,87948.75,93709.12,65927.37,80064.27,118186.47,97410.18,87172.33,112966.33,113974.05,104412.69,94470.39,96131.69,80298.93,92262.94,81960.35,91527.92,114421.13,112720.79,89099.22,99577.6,68183.23,100949.7,91784.53,63640.59,94264.63,95017.72,85069.55,98068.17,87114.47,89678.04,107980.47,83883.4,111789.33,95229.52,109709.77,94168.8,93171.6,89814.84,121018.64,78946.72,100307.08,98901.08,98882.61,71312.1,88026.51,92934.77,104153.7,89484,111017.16,89038.78,87735.29,100147.77,115430,98792.82,108074.17,96436.11,101663.23,92370.08,96796.03,89883.5,99997.59,101180.4,94195.34,94676.63,81514.52,116642.89,105857.68,94948.08,81113.79,84698.84,93084.61,89568.25,73130.71,97414.34,123147.42,106316.72,85445.15,105811.93,98336.86,83872.36,80461.91,79121.75,88726.85,99125.94,94898.24,134793.42,93084.61
Batch1_Sample_25,Group1,29,Diet27,121959.56,68640.02,112427.7,83420.82,97594.11,52158.01,106229.17,83132.9,117962.11,106780.28,64824.87,108646.02,91472.34,67893.89,84767.31,102430.6,141023.2,43773.58,92744.48,108409.24,91143.75,97633.23,71152.02,94811.71,85821.4,107823.25,80924.3,93178.45,106529.1,114928.4,90773.42,107405.31,108419.66,85436.98,107854.39,72436.9,83345.85,78549.48,81532.36,85528.11,88878.57,77288.29,82306.43,97412.22,67048.89,64617.64,76017.16,125834.26,103504.78,99981.09,101665.34,83025.38,123170.99,98685.48,91442.82,101629.72,121265,103116.13,51541.81,87808.26,111870.07,102495.08,90848.14,133925.04,55796.64,110560.56,108582.16,97096.3,93994.47,75504.46,86177.27,108096.41,95250.98,85472.5,113676.01,107955.69,108120.12,105845.42,100122.9,99966.38,101537.77,102970.18,112490.71,37544.54,71035.14,97715.92,115021.43,91541.74,101746.96,119714.37,114222.41,69002.66,132099.4,86440.84,81729.25,61716.5,117084.75,88048.72,119842.33,130509.25,106229.17,97715.92
Batch1_Sample_26,Group1,30,Diet28,112829.3,70921.05,109781.99,113077.24,93039.63,63630.96,110712.24,90454.53,119618.03,72171.36,71184.3,104304.95,73293.77,81181.91,76869.91,78351.56,89039.07,44255.77,61486.62,107156.97,99250.41,89403.21,110716.54,117201.73,98756.05,102979.22,84307.37,75923.83,112765.1,72185.46,89946.26,112559.08,98054.81,83197.63,116511.16,70164.48,99224.02,79279.68,92523.23,89181.13,94247.39,99766.04,114283,92054.21,86887.17,99938.49,88506.31,104244.86,109527.26,118029.29,62226.18,99554.54,117523.45,111606.09,91025.93,91814.5,119163.96,96624.04,64140.6,113682.54,86894.2,102690.31,125277.96,72165.95,95806.1,123836.86,107499.18,99738.4,93988.64,59742.78,102794.2,104893.96,95477.56,75484.56,95498.56,123025.65,85310.05,81928.37,99086.6,106638.26,103687.17,104281.81,92550.99,70444.26,83498.23,84230.49,85293.19,81001.22,91194.04,102877.22,107603.63,97790.74,82997.59,96363.1,78384.25,75629.62,64999.68,85821.96,81698.16,94042.59,110712.24,84230.49
Batch1_Sample_27,Group1,31,Diet29,120519.75,76432.42,83036.97,75849.77,67169.46,88142.21,123174.18,53580.54,130688.82,89001.47,138959.25,90328.08,91306.71,113685.58,79317.68,85687.5,109402.36,27666.77,35941.8,64245.14,116483.24,70798.83,61254.32,112433.07,118259.29,99989.59,101509.93,79429.27,63346.29,89724.1,92204.83,119364.24,118073.05,56894.8,110695.55,57686.43,91856.3,50615.05,86101.19,90941.15,87815.87,57198.16,144278.6,80623.83,85186.52,89454.59,99043.84,121908.14,74389.55,103621.23,96293.23,74057.32,122150.13,156934.67,98978.43,101699.66,96642.24,90079.52,60532.52,91955.01,104777.19,72285.28,121255.23,75315.04,63593.64,85854.26,114455.6,107254.6,93386.53,90563.43,52795.96,97097.43,104444.46,77380.78,111566.9,105368.06,108903.03,98977.72,98026.18,33080.53,114462.94,89686.05,112997.4,58440.29,111246.14,99890.13,78296.97,75298.44,118845.82,140487.26,110724.54,81283.6,120472.61,88118.82,64897.66,71576.04,57592.35,,102931.9,57044.01,123174.18,99890.13
Batch1_Sample_28,Group2,32,Diet30,90058.53,71946.57,101498.77,122983.69,123170.79,72118.52,116111.88,73253.11,89691.7,92909.73,135848.26,81759.07,84070.5,86532.37,108903.45,71025.72,102442.48,47570.53,47009.17,92983.56,77581.47,64583.93,68736.83,84379.69,63785.94,121092.05,82580.14,92715.86,66727.54,88887.25,72044.6,106146.39,82432.25,75249.97,102353.42,89200.08,73192.35,69436.48,77532.36,88634.32,97678.83,104113.05,94449.58,91244.47,81462.29,76313.32,75292.5,109873.83,84006.24,81089.24,68629.41,76628.48,111031.48,77724.62,98295.58,108173.12,112732.18,88970.65,62317.18,90608.67,88531.12,97555.34,74497.81,87210.91,55455.1,83957.03,101026.57,119176.85,117780.68,72748.05,94264.6,99311.88,88086.67,81476.87,84283.98,102722.06,82999.08,101098.95,82265.7,118289.12,108213.47,100662.88,98464.18,76909.76,86041.53,91250.54,85985.1,64476.29,90113.87,93316.11,107153.79,86737.4,78628.42,115528.85,93493.01,84685.88,85247.18,64998.69,77658.45,90922.84,116111.88,91250.54
Batch1_Sample_29,Group1,33,Diet31,113014.67,73746.85,97132.25,,78623.1,62723.03,110618.1,85377.34,127581.26,85829.83,84674.54,82814.55,89597.91,62942.82,64928.82,98132.7,83285.41,44037.33,52794.48,139856,106114.99,89193.81,90935.25,103213.1,107115.18,55363.61,73679.52,70413.19,99800.21,91355.77,88020.84,105898.6,98085.78,77506.95,117051.32,72094.4,86878.93,59962.15,87218.14,73547.16,105812.73,43099.22,69081.55,93540.13,87433.19,85421.52,91902.3,121941.49,83261.57,106301.61,147608.9,76169.87,118069.64,128647.36,79695.15,98002.99,93755.04,121832.29,67248.32,101809.5,111161.88,102098.5,94889.57,57250.5,77356.01,96436.19,73588.75,93912.44,87277.29,62278.38,72283.19,110756.47,85454.75,71689.2,111868.04,99887.42,96587.43,108641.22,95923.12,70437.54,108733.73,119275.08,90340.6,96095.19,60032.18,98614.07,84213.47,71382.76,88075.01,95549.52,107987.7,95588.13,138394.68,90207.15,84808.94,70933.88,58625.75,86062.48,87205.64,96481.97,110618.1,98614.07
Batch1_Sample_30,Group2,34,Diet32,105078.95,81158.43,75957.8,89624.67,91109.24,68184.1,119113.28,73127.33,100258.89,99647.32,117389.96,81376.13,100634.21,98808.34,78884.84,102345.62,94301.64,69037.79,60760.95,117078.16,97006.64,53005.55,84180.15,104820.99,58923.03,69016.19,77536.56,105974.6,104617.67,90978.03,93281.55,93670.02,102168.03,77662.19,111674.2,84821.68,86164.22,53314.89,70546.45,77296.78,90489.05,65166.25,85522.33,103467.44,107783.47,79562.28,75953.18,97187.77,88845.48,96903.05,82819.1,67243.18,107685,128929.56,86125.75,102684.67,113172.19,113043.47,70544.63,88512.38,75736.29,70569.14,124670.54,115253.03,57926.83,,105885.07,114726.28,86956.8,83656.19,79491.15,97316.34,105905.81,77334.07,99083.17,76455.07,79218.44,108207.95,93770.89,74681.49,108157.72,90116.24,85705.3,101640.49,76788.35,93297.69,93829.05,69745.88,118297.14,119232.53,99444.2,101751.17,87905.58,108683.93,93442.4,73052.49,86220.79,71662.49,86189.45,114310.94,119113.28,93297.69
Batch1_Sample_31,Group2,35,Diet33,112708.23,70939.4,77481.79,82932.93,97568.25,67155.41,110409.47,72160.89,107276.98,86758.75,106808.15,85936.13,66091.32,92783.1,70427.66,83106.09,71401.29,43421.77,70730.47,105743.16,82125.3,52979.26,84916.05,82315.01,104016.1,61016.23,75118.98,85027.88,82795.95,90690.83,76090.34,113536.59,120202.95,78887.94,97519.35,59438.25,77122.3,83218.74,63817.73,72059.2,71697.27,107405.09,133673.42,120529.62,83821.94,60773.69,78812.72,111153.18,82270.33,124506.34,94718.25,70607.31,112598.4,131943.37,81026.61,88829.81,120308.45,100613.41,71794.59,87047.69,88190.51,77964.02,129528.53,95542.47,57134.28,76080.8,60076.26,122134.5,99809.3,79816.31,73368.4,103984.36,114520.81,100724.73,97050.39,71148.83,84020.84,115384.74,72422.8,67366.91,105264.49,94145.68,71278.35,88170.79,83064.42,100737.75,85254.98,56965.11,105000.29,93848.39,95685.27,82029.04,97298.67,101410.57,77459.91,92553.83,54784.48,68544.06,81984.61,90531.88,110409.47,100737.75
Batch1_Sample_32,Group1,36,Diet34,111361.25,72331.8,104977.05,86845.49,76356.49,86435.52,122293,70675.84,89773.84,95543.83,85925.6,78311.28,85910.01,94581.07,79533.08,91345.45,90757.19,35599.04,78218.58,72490.39,111042.68,85406.42,83289.5,113569.43,109093.46,69740.22,80688.13,41603.62,113015.19,89076.63,81062.36,112237.52,128864.53,64733.9,101759.42,78074.89,84988.03,46181.03,79335.67,80416.97,91927.85,82002.59,90626.02,96502.01,69792.68,82827.8,75610.17,116666.48,93478.2,99151.29,75291.95,82827.81,124993.41,117054.12,77595.61,91200.45,80655.71,107995.15,71808.13,116392.68,99211.75,66543.25,70964.51,117463.54,125474.25,110887.25,90562.18,95111.59,83262.4,51286.58,84420.04,94544.68,65536.4,72588.08,95949.06,114638.52,104228.56,76132.89,90639.11,83245.08,110608.52,84364.81,104409.22,81181.32,119237.51,84452.43,87504.55,61023.01,83460.27,103163.76,108370.71,77210.46,90547.51,111958.29,68055.98,72285.34,80743.71,85900.06,115465.17,68161.75,122293,84452.43
Batch1_QC_5,QC,37,NA,109197.93,74281.72,103038.9,100592.52,70947.12,87617.41,104658.12,77829.6,97039.76,69950.03,103319.53,82970.25,87845.21,89605.03,77984.11,78336.51,90084.61,41812.27,76659.18,111982.2,89168.09,80349.56,81879.98,97810.25,89479.66,96126.64,74892.04,92356.31,94057.74,93001.62,86801.87,93981.89,103482.59,73431.96,109765.3,67120.92,98775.26,84646.7,62702.31,70002.87,86891.62,82852.28,112673.65,83154.12,83400.77,78753.94,72332.7,121080.01,85518.02,101783.83,76821.64,74289.13,113395.03,101174.62,95585.1,88392.97,97991.79,103975.42,62309.8,90643.05,89651.27,76521.66,120709.08,116381.67,62244.71,112187.61,97001.05,107618.35,86887.87,78039.8,95150.8,112244.95,83509.38,78734.3,90259.46,87860.22,86296.09,92627.57,94080.76,85523.28,114894.79,91281.44,82081.1,80787.46,83389.17,86860.73,79839.55,45549.04,76707.9,107345.13,96059.12,79870.74,94324.87,100193.02,90116.3,82534.62,67034.44,82541.17,96231.67,92336.28,104658.12,86860.73
Batch2_QC_1,QC,38,NA,108452.06,84582.02,90838.49,,104411.26,99099.48,106903.59,103575.6,123259.29,106371.33,119797.2,120233.41,83178.46,92201.92,93761.1,102342.89,91191.69,75593.86,75859.2,105875.7,104273.8,81756.32,102682.3,84815.98,119013.55,80959.07,99021.15,74214.66,99050.75,88014.52,113903.91,101452.5,116974.8,89083.86,92616.41,77992.67,65816.81,83706.75,63616.71,98197.44,87887.36,90963.53,99914.11,90939.69,69351.55,87024.79,89303.08,117192.65,67463.98,105317.58,89842.91,99767.1,108009.54,102204.78,93344.19,87041.86,96805.7,95897.93,72069.5,97548.64,103031.74,102845.65,100855.97,112805.84,87568.17,124424.27,104462.37,117212.98,84293.58,96287.32,94761.82,100087.58,97086.01,76068.36,84989.94,108693.94,104099.88,91920.09,86360.29,80415.47,107191.39,104065.45,95459.06,108401.3,91752.49,110856.63,90084.7,94981.47,112970.7,95811.56,106311.85,83404.79,99022.08,98992.52,77647.48,83365.24,86240.44,81565.44,89173.08,102884.42,106903.59,110856.63
Batch2_Sample_1,Group2,39,Diet37,116825.25,84315.71,139112.11,84916.76,129629.16,87137.42,138506.01,83899.57,100029.73,112178.8,176043.27,132874.99,65916.99,86355.23,135082.06,70243.64,129889.11,79983.12,65167.79,96966.83,80691.27,73233.36,94045.74,101294.33,59556.02,82336.03,90828.36,67122.57,114833.06,99722.14,852519.95,93274.2,104131.22,92274.9,106890.42,65947.57,83850.09,73627.68,57471.14,95142.18,77814.29,141306.13,126804.42,125271.4,63635.27,98217.35,83729.99,110682.66,58916.29,101435.33,110969.2,67855.04,112540.01,93847.03,117149.64,94391.5,98044.32,100293.7,58570.27,101664.67,89107.88,73417.48,97438.92,99769.35,79566.65,97572.06,124671.49,93442.43,104673.86,118933.69,80097.53,89236.2,61575.41,89465.66,82604.82,114830.5,98079.25,101125.54,93449.3,87169.69,103751.88,105345.24,82743.8,83529.6,96114.95,105162.1,104350.94,93853.01,99052.92,96101.87,115395.22,86038.41,87931.74,90974.82,91923.7,75660.92,78435.93,67685.7,100889.97,809179.9,138506.01,105162.1
Batch2_Sample_2,Group1,40,Diet38,128207.24,78499.34,71191.15,110875.1,102273.05,108082.21,95745.07,82298.54,85551.1,84781.35,123978.1,126078.57,72885.18,81991.22,82492.47,118564.17,116783.93,44336.5,74839.98,98508.11,96578.84,86400.87,117260.55,111802.5,120856.18,73491.18,105255.18,87063.29,100254.04,76795.08,83511.09,106086.03,98009.63,90017.17,113033.1,76726.45,82734.38,95009.3,60114.39,98335.2,99367.57,117903.64,66478.95,92963.24,100128.55,78472.49,87513.69,86548.65,75831.1,103105.96,73000.11,115993.17,91926.66,102851.82,101067.71,100576.71,82490.28,109591.42,98821.41,113508.99,82822.06,95017.96,109631.49,116086.16,95314.87,108868.97,117053.49,92541.92,106447.06,88176.46,90904.35,105959.52,79043.93,80241.2,103847.64,92417.99,100855.17,75112.81,89487.41,54701.76,121714.08,107422.67,100291.95,83032.12,80244.96,79640.19,91472.39,91400.87,107614.17,102635.01,113808.82,94046.97,123374.77,103290.03,77252.33,88076.38,73827.22,76641.85,93786.2,78314.96,95745.07,79640.19
Batch2_Sample_3,Group2,41,Diet39,97734.5,59560.2,123140.35,118688.12,79732.81,104777.99,104476.85,97830.45,103497.03,118043.35,182819.69,129802.06,71146.61,84171.39,94758.29,90708.69,69298.15,65743.13,60533.2,106069.71,88224.65,73067.39,53829.72,102761.84,100608.62,83865.58,104200.59,60569.91,83423.37,90390.45,109668.63,83648.58,102624.11,80618.4,103032.31,90367.44,74372.27,77167.4,37857.46,91169.5,70052.5,89526.46,95761.93,115377.11,81517.28,76702.09,86519.85,99270.88,71269.28,85335.24,71736,88175.75,84659.65,113693.47,89834.29,93713.04,99825.63,116168.14,56094.2,72181.74,93580.05,71783.83,94757.47,122683.17,89070.48,114931.8,129972.76,108667.48,90587.62,102808.4,76964.07,99677.12,93730.4,80685.79,72821.1,109960.34,94744.7,69246.1,83201.32,81177.49,105094.2,82656.86,64048.71,98594.55,82285.73,102683.3,97259.37,90134.6,79120.08,83065.88,116076.02,70113.62,117074.03,109839.49,64649.48,90110.09,88535.08,71904.82,92574.75,106021.74,104476.85,102683.3
Batch2_Sample_4,Group1,42,Diet40,108682.22,85821.25,98637.5,86867.73,90914.67,98304.46,90307.59,73582.71,93441.24,109388.24,98821.37,127013.07,67882.37,97039.19,109493.72,93726.19,69008.63,53983.52,53905.07,64605.75,82769.29,94375.53,99106.37,102392,124693.06,72532.62,88550.54,54673.37,92100.52,107221.13,101683.12,97663.78,122685.3,93599.67,99361.93,87190.06,77819.66,42783.38,45105.06,96670.94,91083.09,101710.19,102468.35,92649.46,100648.12,83773.01,85576.52,96870.68,70913.92,98642.37,90525.26,97951.34,118379.86,146602.84,102872.67,96998.64,116647.01,96905.36,67831.89,78066.81,73242.35,77391.28,120587.39,110778.37,88898.85,75965.74,96354.03,101388.18,102060.16,62062.48,99830.41,83738.6,93691.38,78937.47,92610.73,73070.59,93815.18,78248.07,84442.16,61995.4,115199.48,106391.92,100293.88,90290.89,79444.36,100401.65,105216.9,81444.32,137343.76,91149.57,123543.83,81983.43,100888.38,85419.43,64282.86,68224.56,83494.67,80765.96,114808.23,72439.24,90307.59,100401.65
Batch2_Sample_5,Group2,43,Diet41,104321.17,67594.49,83984.67,96272.6,126945.86,110393.4,105373.94,90355.41,125093.13,82487.26,83878.58,126289.56,69192.64,57867.19,67693.44,94463.34,109503.29,74043.65,68386.29,128536.2,81429.16,70532.93,67221.61,88718.91,61475.61,53819.96,76483.67,74936.62,114757.74,105241.63,86366.6,93263.18,84863.24,79134.73,101105.23,83039.85,74352.37,61181.69,42279.47,91257.56,86279.02,92272.61,59143.83,122670.31,93541.23,66903.7,79684.55,96854.62,61222.24,123860.42,90121.88,92443.46,119597.42,109807.55,113889.83,98393.22,152782.31,96480.21,52471.66,84647.07,82303.56,113253.01,131264.56,101280.14,81732.01,99498.99,118425.93,74190.94,113376.4,74353.54,98772.39,88619.58,117275.11,73015.88,84772.7,106878.87,94023.63,69919.36,86770.6,61052.07,102532.37,89328.55,89060.94,107392.07,82274.89,112363.29,88695.37,92483.99,115622.43,93387.78,105353.59,75336.36,105209.62,109540.65,88894.48,88807.86,73799.14,63029.71,90394.1,111369.49,105373.94,112363.29
Batch2_Sample_6,Group2,44,Diet42,96892.57,72116.45,116085.04,87418.17,145190.09,85381.57,101698.49,94098.57,110382.04,108244.96,135031.68,107849.63,62915.78,85498.82,86818.4,76931.25,98017.55,67279.21,73567.72,129428.1,103662.82,93289.01,62953.65,75662.02,90412.51,93528.63,102258.03,71850.76,99652.77,60871.34,115724.82,75954.46,99077.37,61618.26,116634.47,86150.85,86456.26,90071.45,46953.98,90832.59,91354.45,119114.28,105669.52,115279.64,102776.05,73693.68,72927.71,93794.33,61077.03,108715.95,68209.31,97890.26,112690.92,123403.89,110972.09,84321.32,144251.02,101459.75,58690.74,66896.4,101171.58,109422.41,134099.46,100148.97,106886.25,72249.8,91291.41,99164.47,72261.43,78886.3,92844.96,79726.58,82932.24,81331.04,80218.37,98415.58,91500.4,74609.83,77604.37,99802.73,87123.29,113510.47,111864.79,96444.33,83814.01,84491,74318.43,105360.64,81515.2,118858.8,110594.64,67208.44,91761.4,80316.12,77539.42,85812.97,82352.88,75832.52,83262.89,109210.75,101698.49,84491
Batch2_Sample_7,Group1,45,Diet43,126715.91,57960.26,79548.16,95702.96,81162,70174.96,115532.04,91629.77,119660.84,105099.88,140308.54,109809.58,76217.34,98009.14,90719.96,86565.81,92157.21,43563.69,58377.73,96343.69,97274.88,74160.28,87255.9,92802.38,118926.23,58474.01,95220.61,65101.46,100353.41,85673.63,87795.83,102680.19,106725.37,78276.63,117890.86,91973.98,88067.2,78810.94,65799.52,101635.72,68944.78,70589.4,74987.24,103255.13,108280.66,78050.07,79527.23,105569.99,77793.57,92032.29,53938.11,104162.13,90477.24,126362.12,110834.25,75678.29,103894.61,95879.86,44109.95,76454.57,80551.65,112085.83,103150.84,105341.85,70121.74,108948.43,97261.4,100486.43,102457.28,85551.77,54300.55,94490.85,92029.03,77022.63,111683.7,88119.52,92556.01,94147.96,91114.23,86406.22,87885.93,108121.5,77898.16,103976.81,93096.36,111477.49,93366.89,69132.14,113868.31,100352.74,95765.64,73662.21,79623.52,87232.96,75543.05,81454.12,74202.16,76159.14,105688.45,87590.19,115532.04,111477.49
